left angle,right angle
166.90185753884916,120.24280626191731
166.1631815396105,120.16749035590743
166.07817889597217,120.18887136691822
165.06168280824437,120.159981071332
165.10873589677135,119.62942002119041
165.00270108507854,119.15184431118098
163.7766368304127,118.77029460142161
163.612365658533,118.50359438216897
163.44822796022294,118.46234688430027
163.1685682561301,118.34110126572233
163.82721328988038,117.30653994057552
163.8305439979628,116.40503148608927
166.746474851279,115.20485005927354
167.50707446498117,114.07586846789327
168.3049459256932,113.51619336067675
169.1227410616682,113.09869271938891
168.986450699619,113.00668488426932
168.38308087288658,113.19168105084002
167.06463485279912,113.4596308256284
165.50860043231108,113.74500577860094
164.91918650289202,114.82872056915501
166.37710415757715,115.94427043187076
169.5485051164758,117.5318757722372
169.43819929996667,118.39877799851395
169.3975653782217,118.79363310448942
169.1425822007572,118.99820477171077
165.7240034127684,119.2569450354098
166.9049231766664,118.90608056539928
167.25995419963823,119.06848085106635
167.28590196259444,118.9448192801742
167.5331731483951,118.89195587433325
167.6764769262004,118.63960073995828
167.32201495347337,118.49871888402923
166.78935927985992,117.93896457056715
166.67092893683,117.71712331422758
166.2871354043643,117.74949474931181
165.6448849035664,118.03283267340402
164.52215920112496,118.84930624400326
162.55989819867705,119.40831637879629
161.6537851964463,120.05878721648716
162.2433648820608,120.35392209613028
162.57134830425787,120.3126207816536
162.6497767397213,120.01717710050917
162.83589600665724,119.94015867489038
162.1524672457797,120.01024344220207
161.8928648403694,119.61444855152118
161.2755821510794,119.1866841094916
161.6686426524307,119.17545512146124
161.6940671304414,119.26735822151544
162.38283166555823,119.48084805776536
163.0216755702793,119.86238413869336
164.67619548333278,119.85412457549052
165.09230885795077,119.50568021870578
164.36775857783223,119.13862360475517
166.9947686471235,117.78669749788865
166.23769926859444,116.78295955502252
165.63414289682945,116.35437440753898
165.2316299476485,116.31911428823128
166.32924506401324,116.04330638982415
168.60757821923355,115.75551351879218
168.17864814174106,115.33224759539921
167.60950235604793,115.24350520722939
167.50550695233073,115.09955475236205
166.820295091901,114.83074634630951
166.77754648779873,114.26783818698702
166.59776425741796,113.67818722275477
165.3068353303103,112.6897836277325
168.8064210844659,110.64326017707573
167.70507785307524,110.08034811533564
167.56650091370906,110.00969404132739
167.4530706456159,110.14778152899318
166.5398538015162,110.58888184580417
166.12954833551998,111.55775470266983
166.02126663168727,112.07951561414897
165.87099539521495,112.3875115477128
165.61271051317058,112.45288727955244
165.4982092501377,112.55227789213599
164.12123304855976,112.59742742681829
163.68060331577172,112.70162666548319
163.47481663851664,112.65830938926362
162.12536070601496,112.66120584462391
161.0709128977947,112.71154531465359
161.04024666022397,112.77970766491426
161.24539704960844,112.88469802508838
162.20074214608977,113.11522962034088
162.40981280740928,113.43820380397489
162.69372190255515,113.9257601121418
162.67016617112915,114.45151024283038
162.63324267639942,114.92755022554678
165.26472501646728,115.12188124764009
167.84962618001444,115.74301071605518
168.7211185979572,116.4195844471622
168.90134097518109,116.75592808343238
168.79075967718794,117.08985428652454
168.41954050964742,117.22968678154575
167.80957777999737,117.3112606387137
