left angle,right angle
64.83719292281118,75.40259095873026
64.82221552386461,77.79593274406788
63.96653052838227,76.73813738063737
62.480200093950224,75.05009232979125
59.72414179485826,71.09357913865666
58.04129682958969,70.70302475823895
57.292936309387485,71.60100118203832
56.834747824000445,72.56813958763478
56.429222589952346,71.54406550146864
56.091969280178475,72.03863905873096
56.35400276316807,73.50459018797159
56.164760639611806,73.77238262943865
56.122407472610945,70.09010122860747
56.00291538635556,66.1457360976905
56.75978142609579,66.67003480871114
57.6428255500991,68.82826720888188
57.01406606906041,67.21385818672671
56.354061189910226,66.53521858583542
55.64140364571476,65.89487439416827
55.54881840636019,64.61461088470489
55.36637328101701,61.46899218566081
55.582345460544786,62.57939393777155
55.72648349743301,66.10886025329825
56.43827212956786,65.93595104741627
57.119845114875254,66.85018078134937
57.369176767736604,66.11135258783234
57.37313718767082,67.97079691772167
57.98076926011378,66.58666870434755
57.80091661720952,67.81395303341368
58.233780880195766,70.52130370581256
58.81734881976609,69.65979167072638
58.93456886327296,70.74398473552566
58.891532324686814,68.79528533706697
58.6807379372111,66.69824487646326
58.56828623835521,68.00472997784796
58.840281865005025,67.50520697674892
58.79588787313703,73.42337694263331
58.52873527497736,77.7830544222183
57.390390960305915,82.90364551254638
56.80599990307122,83.17262863345883
56.041473575638655,79.92263097341011
55.76461321335519,76.6415070943229
55.54659175557579,75.49509014293972
56.00623665041679,78.32037425966278
57.95010549261862,88.74067440793337
58.6282390755969,92.60058322772176
58.678619801086604,91.5820621460509
58.93458358937194,91.14870613957179
59.20365851478203,90.45936584216204
59.33213189559458,90.36002683487625
59.348960159661516,94.56385699343554
59.63121527916037,95.45035817586715
60.662457757421656,99.18846056950294
60.72905753511768,99.16420613232904
60.93437284156845,100.2267172862643
61.297620504957564,106.453329965084
62.65413207136288,109.58185027047743
62.855451145517165,111.28715590931019
62.542530201196755,106.47132159877154
62.457355300897234,101.49291576626946
62.143373209102165,92.79579797085788
61.41310751925656,82.72220036795743
60.93808444782773,74.25078555954059
60.16120099709644,69.88820208614672
59.34779401320447,68.20005471714325
57.66920305385096,62.75273195985674
56.64025451574475,61.857967604672915
55.82962526403128,64.28994464010803
55.402168438062596,67.43884144995533
55.47511849570425,75.60547271285564
56.11377577552123,79.40184693710381
58.770684398276536,87.19287616499153
60.09077034189313,93.20210146038997
60.748494904329974,90.82697073133822
61.72229986769621,90.53118193663853
64.14407692332603,90.3704038021072
64.08523661804986,87.73245626830095
63.92507301134484,85.87939575042198
63.93965193987738,84.22757227729782
63.458340132623476,77.84013408189409
62.82713119006617,70.8216114311257
62.7872185447718,67.99098104768017
63.33962221698563,73.80958361787319
63.6055616375043,77.75980544952421
63.74789446135024,77.33322018491334
64.07214271404226,71.62321408063411
64.54081317946792,70.60704679212908
65.13567177103603,71.25874862743566
65.3970910415522,71.44560904127766
65.35944597124058,71.29393476009125
64.28798657990609,70.28222334403449
62.48369659494103,68.4329647247539
61.34830296815363,65.04248362766027
59.66481924972627,66.40546682820549
58.475546193508826,68.98584044794812
57.52333271813447,63.80791100652494
56.06271641150053,61.594885594591815
55.28949340463962,63.258657288788505
55.62169688818595,61.35490269677325
55.705682957320015,60.58046761059907
55.12212883998339,60.58635983020593
54.66613366394651,59.76388740899031
54.292098480559446,58.921260843260676
53.99355524197976,58.52716008571129
53.37047145802937,59.15062473937735
52.81350707752486,59.94247337638923
52.56465355181495,60.904796139002514
52.53814151099951,55.93320933412121
52.621919050361974,52.71639634056341
53.013642111298616,49.04988896402153
53.72494291993897,48.450842843390696
54.34503149644532,46.8613154404759
54.774912692284005,47.22764317434915
54.82399816102374,47.971912422668844
54.488766418397944,47.72641821143974
54.14802754311494,46.94147429198244
54.31201603144586,46.068588762513514
53.54186174990726,47.52936169322654
53.377558497895684,49.07152115124279
53.19482190483053,51.19502379434873
52.72500368973216,50.67370748363107
52.3630533560777,50.493257369551834
52.39037867343365,50.48678171182564
52.33065573282809,51.04954395882129
52.115055207068266,51.05743061011008
52.017407426919924,51.877806621482954
52.0865594006546,52.81428414877085
51.99798737310811,54.93542636155789
51.967307911973485,55.05184100971703
52.41817588159295,54.01002995128401
53.4748599649702,53.40366926195821
54.01001118405781,52.45343524393427
54.30568528246022,52.09463341625679
54.76326944116734,51.20301018377112
55.54379016583921,51.717727357241564
55.979430845366785,50.43474090529349
56.924869467554565,49.579283992838945
56.64360868289731,49.63546480681423
55.468975643830376,53.022940656841875
54.422714212274336,57.47564326878141
54.240451370454856,57.78842712049017
54.49712635728633,64.78343141623574
55.08428271013958,70.9071413810007
55.7395896334047,76.02680807417018
56.446869837864334,81.89237566300638
57.07360416559425,81.51046911611593
57.23325144266089,82.84873900593902
57.63583820394211,78.86092604358649
57.73598952111202,77.00237561095001
58.021988161814654,76.38488054166721
58.16980622356267,75.19323014977766
58.271091918602565,76.70958704321716
58.563881309127964,78.0511859666414
59.33476788248892,87.14904055805951
60.214590589446985,90.27397849539157
61.94476292231173,91.06577272379201
62.87104462537435,83.63468446297503
64.1489086433704,83.27092009181506
64.12089222417391,81.38745084221019
64.21364783649062,77.55991785648737
64.28506998388808,76.04449510658824
64.11395847531476,74.80782088024276
64.00299888461605,73.62315260971877
64.23723490518167,74.53208385143388
63.915442883324765,74.4474862241508
63.837317386728806,74.67372353703342
63.25165329518516,73.94475104052735
62.75176931475362,73.87351424829896
62.637349266483035,77.9607187058966
62.55481758727426,83.34482461679112
62.331008793078595,87.11353326843339
62.1423413291957,87.81411302985217
62.44658402048643,85.79978454113463
62.764953860063656,83.35838087126001
62.99547001679238,83.31011009176187
63.21231975223516,84.96803300580298
63.89510267638665,82.80510805597662
63.72823843623411,84.66179637917143
63.660154845469364,86.39808134718064
63.83517972340409,93.05131030963321
65.71565184638811,98.35797658210998
66.87654056025357,99.26919666940141
67.63392801597487,95.77118440018718
68.20474123968285,95.85724001525118
68.1971581614305,96.61778914779534
68.25964556866629,96.46633134074187
68.17224586522158,95.85847407328082
68.12343897487861,78.7267433874122
66.82076997685512,71.78651371730884
63.1391653970507,69.68898232155503
57.90427232578047,61.88511254038478
52.86319549284951,58.608994707247014
50.22146766513881,59.71117508457545
48.33998187392679,61.116015264468665
46.82351262699418,57.51712820440055
45.87630284954891,59.10190071572069
45.998538993738975,59.58338284830063
46.96841629353547,60.201909802334306
47.48310462525996,60.305121149181346
48.113520376662194,56.39773990869938
48.86833284189091,64.91967724379587
49.742645280172084,64.01162642968276
50.4163827068605,65.31560554403588
50.685458972893954,65.57233670574557
